Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Proj,Ownership,StDev,Team1,Team2,Opponent
RB,Brittain Brown (30330846),Brittain Brown,30330846,RB/FLEX,4000,LV@CHI 10/22/2023 01:00PM ET,LV,0,0,0,0,LV,CHI,CHI
RB,Austin Walter (30330848),Austin Walter,30330848,RB/FLEX,4000,LV@CHI 10/22/2023 01:00PM ET,LV,0,0,0,0,LV,CHI,CHI
RB,Jakob Johnson (30330850),Jakob Johnson,30330850,RB/FLEX,4000,LV@CHI 10/22/2023 01:00PM ET,LV,0.37,0.273333333,0,0.35,LV,CHI,CHI
RB,Sincere McCormick (30330852),Sincere McCormick,30330852,RB/FLEX,4000,LV@CHI 10/22/2023 01:00PM ET,LV,0,0,0,0,LV,CHI,CHI
RB,Darrynton Evans (30330854),Darrynton Evans,30330854,RB/FLEX,4000,LV@CHI 10/22/2023 01:00PM ET,CHI,4.4,2.396666667,0.006666667,3.5,LV,CHI,LV
RB,Khari Blasingame (30330856),Khari Blasingame,30330856,RB/FLEX,4000,LV@CHI 10/22/2023 01:00PM ET,CHI,0.62,0.12,0,0,LV,CHI,LV
QB,Anthony Richardson (30330625),Anthony Richardson,30330625,QB,4000,CLE@IND 10/22/2023 01:00PM ET,IND,18.67,0,0,0,CLE,IND,CLE
QB,Kellen Mond (30330639),Kellen Mond,30330639,QB,4000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
RB,Deon Jackson (30330752),Deon Jackson,30330752,RB/FLEX,4000,CLE@IND 10/22/2023 01:00PM ET,CLE,2.9,0,0,0,CLE,IND,IND
RB,Trey Sermon (30330834),Trey Sermon,30330834,RB/FLEX,4000,CLE@IND 10/22/2023 01:00PM ET,IND,0.95,0.29,0.013333333,0.04,CLE,IND,CLE
RB,Evan Hull (30330836),Evan Hull,30330836,RB/FLEX,4000,CLE@IND 10/22/2023 01:00PM ET,IND,1.7,0,0,0,CLE,IND,CLE
RB,Tyler Goodson (30330838),Tyler Goodson,30330838,RB/FLEX,4000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
RB,Nick Chubb (30330840),Nick Chubb,30330840,RB/FLEX,4000,CLE@IND 10/22/2023 01:00PM ET,CLE,13.05,0,0,0,CLE,IND,IND
QB,Will Grier (30330637),Will Grier,30330637,QB,4000,BUF@NE 10/22/2023 01:00PM ET,NE,0,0,0,0,BUF,NE,BUF
QB,Shane Buechele (30330638),Shane Buechele,30330638,QB,4000,BUF@NE 10/22/2023 01:00PM ET,BUF,0,0,0,0,BUF,NE,NE
RB,Kevin Harris (30330824),Kevin Harris,30330824,RB/FLEX,4000,BUF@NE 10/22/2023 01:00PM ET,NE,0,0,0,0,BUF,NE,BUF
RB,Damien Harris (30330826),Damien Harris,30330826,RB/FLEX,4000,BUF@NE 10/22/2023 01:00PM ET,BUF,3.17,0.91,0,0,BUF,NE,NE
RB,Nyheim Hines (30330828),Nyheim Hines,30330828,RB/FLEX,4000,BUF@NE 10/22/2023 01:00PM ET,BUF,0,0,0,0,BUF,NE,NE
RB,Reggie Gilliam (30330830),Reggie Gilliam,30330830,RB/FLEX,4000,BUF@NE 10/22/2023 01:00PM ET,BUF,0.22,0.243333333,0.01,0.385,BUF,NE,NE
RB,Ty Johnson (30330832),Ty Johnson,30330832,RB/FLEX,4000,BUF@NE 10/22/2023 01:00PM ET,BUF,0,0.333333333,0,1.25,BUF,NE,NE
QB,Jake Fromm (30330635),Jake Fromm,30330635,QB,4000,WAS@NYG 10/22/2023 01:00PM ET,WAS,0,0,0,0,WAS,NYG,NYG
QB,Tommy DeVito (30330636),Tommy DeVito,30330636,QB,4000,WAS@NYG 10/22/2023 01:00PM ET,NYG,0,0,0,0,WAS,NYG,WAS
RB,Gary Brightwell (30330754),Gary Brightwell,30330754,RB/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,NYG,1.93,0.396666667,0,0,WAS,NYG,WAS
RB,Eric Gray (30330756),Eric Gray,30330756,RB/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,NYG,0.63,0.426666667,0,0.695,WAS,NYG,WAS
RB,Chris Rodriguez Jr. (30330816),Chris Rodriguez Jr.,30330816,RB/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,WAS,0.75,0.973333333,0,1.64,WAS,NYG,NYG
RB,Derrick Gore (30330818),Derrick Gore,30330818,RB/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,WAS,0,0,0,0,WAS,NYG,NYG
RB,Alex Armah (30330820),Alex Armah,30330820,RB/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,WAS,0,0,0,0,WAS,NYG,NYG
RB,Chris Myarick (30330822),Chris Myarick,30330822,RB/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,NYG,0,0,0,0,WAS,NYG,WAS
WR,Curtis Samuel (30330938),Curtis Samuel,30330938,WR/FLEX,4000,WAS@NYG 10/22/2023 01:00PM ET,WAS,12.58,9.82,9.403333333,9,WAS,NYG,NYG
QB,John Wolford (30330633),John Wolford,30330633,QB,4000,ATL@TB 10/22/2023 01:00PM ET,TB,0,0,0,0,ATL,TB,ATL
QB,Logan Woodside (30330634),Logan Woodside,30330634,QB,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,0,0,0,0,ATL,TB,TB
RB,Chase Edmonds (30330802),Chase Edmonds,30330802,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,TB,1,0,0,0,ATL,TB,ATL
RB,Patrick Laird (30330804),Patrick Laird,30330804,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,TB,0,0,0,0,ATL,TB,ATL
RB,Cordarrelle Patterson (30330806),Cordarrelle Patterson,30330806,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,1.1,1.253333333,0.006666667,2.175,ATL,TB,TB
RB,Avery Williams (30330808),Avery Williams,30330808,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,0,0,0,0,ATL,TB,TB
RB,B.J. Baylor (30330810),B.J. Baylor,30330810,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,0,0,0,0,ATL,TB,TB
RB,Keith Smith (30330812),Keith Smith,30330812,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,0.63,0.243333333,0,0.4,ATL,TB,TB
RB,Carlos Washington Jr. (30330814),Carlos Washington Jr.,30330814,RB/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,0,0,0,0,ATL,TB,TB
TE,Kyle Pitts (30331256),Kyle Pitts,30331256,TE/FLEX,4000,ATL@TB 10/22/2023 01:00PM ET,ATL,8.78,8.206666667,5.146666667,8.095,ATL,TB,TB
QB,Stetson Bennett (30330632),Stetson Bennett,30330632,QB,4000,PIT@LAR 10/22/2023 04:05PM ET,LAR,0,0,0,0,PIT,LAR,PIT
RB,Godwin Igwebuike (30330788),Godwin Igwebuike,30330788,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,PIT,0,0,0,0,PIT,LAR,LAR
RB,Anthony McFarland Jr. (30330790),Anthony McFarland Jr.,30330790,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,PIT,3.1,0.256666667,0,0.065,PIT,LAR,LAR
RB,Alfonzo Graham (30330792),Alfonzo Graham,30330792,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,PIT,0,0,0,0,PIT,LAR,LAR
RB,Jack Colletto (30330794),Jack Colletto,30330794,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,PIT,0,0,0,0,PIT,LAR,LAR
RB,Qadree Ollison (30330796),Qadree Ollison,30330796,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,PIT,0,0,0,0,PIT,LAR,LAR
RB,Zach Evans (30330798),Zach Evans,30330798,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,LAR,0.5,11.08666667,15.29333333,9.185,PIT,LAR,PIT
RB,Royce Freeman (30330800),Royce Freeman,30330800,RB/FLEX,4000,PIT@LAR 10/22/2023 04:05PM ET,LAR,0,6.003333333,0.586666667,6.13,PIT,LAR,PIT
QB,Holton Ahlers (30330630),Holton Ahlers,30330630,QB,4000,ARI@SEA 10/22/2023 04:05PM ET,SEA,0,0,0,0,ARI,SEA,ARI
QB,Jeff Driskel (30330631),Jeff Driskel,30330631,QB,4000,ARI@SEA 10/22/2023 04:05PM ET,ARI,0,0,0,0,ARI,SEA,SEA
RB,James Conner (30330748),James Conner,30330748,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,ARI,12.48,0,0,0,ARI,SEA,SEA
RB,DeeJay Dallas (30330776),DeeJay Dallas,30330776,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,SEA,1.1,1.676666667,0.003333333,3.145,ARI,SEA,ARI
RB,Kenny McIntosh (30330778),Kenny McIntosh,30330778,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,SEA,0,0,0,0,ARI,SEA,ARI
RB,SaRodorick Thompson Jr. (30330780),SaRodorick Thompson Jr.,30330780,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,SEA,0,0,0,0,ARI,SEA,ARI
RB,Damien Williams (30330782),Damien Williams,30330782,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,ARI,5.4,4.296666667,0.06,5.27,ARI,SEA,SEA
RB,Marlon Mack (30330784),Marlon Mack,30330784,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,ARI,0,0,0,0,ARI,SEA,SEA
RB,Corey Clement (30330786),Corey Clement,30330786,RB/FLEX,4000,ARI@SEA 10/22/2023 04:05PM ET,ARI,0,0,0,0,ARI,SEA,SEA
QB,Alex McGough (30330628),Alex McGough,30330628,QB,4000,GB@DEN 10/22/2023 04:25PM ET,GB,0,0,0,0,GB,DEN,DEN
QB,Ben DiNucci (30330629),Ben DiNucci,30330629,QB,4000,GB@DEN 10/22/2023 04:25PM ET,DEN,0,0,0,0,GB,DEN,GB
RB,Emanuel Wilson (30330766),Emanuel Wilson,30330766,RB/FLEX,4000,GB@DEN 10/22/2023 04:25PM ET,GB,0.9,0.143333333,0,0,GB,DEN,DEN
RB,Henry Pearson (30330768),Henry Pearson,30330768,RB/FLEX,4000,GB@DEN 10/22/2023 04:25PM ET,GB,0,0,0,0,GB,DEN,DEN
RB,Dwayne Washington (30330770),Dwayne Washington,30330770,RB/FLEX,4000,GB@DEN 10/22/2023 04:25PM ET,DEN,0,0,0,0,GB,DEN,GB
RB,Tyler Badie (30330772),Tyler Badie,30330772,RB/FLEX,4000,GB@DEN 10/22/2023 04:25PM ET,DEN,0,0,0,0,GB,DEN,GB
RB,Michael Burton (30330774),Michael Burton,30330774,RB/FLEX,4000,GB@DEN 10/22/2023 04:25PM ET,DEN,0.63,0.45,0,0.65,GB,DEN,GB
QB,Max Duggan (30330626),Max Duggan,30330626,QB,4000,LAC@KC 10/22/2023 04:25PM ET,LAC,0,0,0,0,LAC,KC,KC
QB,Chris Oladokun (30330627),Chris Oladokun,30330627,QB,4000,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
RB,Elijah Dotson (30330758),Elijah Dotson,30330758,RB/FLEX,4000,LAC@KC 10/22/2023 04:25PM ET,LAC,0.98,0,0,0,LAC,KC,KC
RB,Jaret Patterson (30330760),Jaret Patterson,30330760,RB/FLEX,4000,LAC@KC 10/22/2023 04:25PM ET,LAC,0,0,0,0,LAC,KC,KC
RB,Deneric Prince (30330762),Deneric Prince,30330762,RB/FLEX,4000,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
RB,La'Mical Perine (30330764),La'Mical Perine,30330764,RB/FLEX,4000,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
WR,Odell Beckham Jr. (30330942),Odell Beckham Jr.,30330942,WR/FLEX,3900,DET@BAL 10/22/2023 01:00PM ET,BAL,5.08,5.626666667,0.64,6.955,DET,BAL,DET
TE,Pat Freiermuth (30331258),Pat Freiermuth,30331258,TE/FLEX,3900,PIT@LAR 10/22/2023 04:05PM ET,PIT,6.32,7.513333333,2.923333333,15.67,PIT,LAR,LAR
DST,Rams  (30331465),Rams ,30331465,DST,3900,PIT@LAR 10/22/2023 04:05PM ET,LAR,4.67,7.28,1.293333333,6.575,PIT,LAR,PIT
WR,Jaxon Smith-Njigba (30330940),Jaxon Smith-Njigba,30330940,WR/FLEX,3900,ARI@SEA 10/22/2023 04:05PM ET,SEA,5.4,8.67,4.2,8.425,ARI,SEA,ARI
WR,Jameson Williams (30330946),Jameson Williams,30330946,WR/FLEX,3800,DET@BAL 10/22/2023 01:00PM ET,DET,7.75,4.603333333,0.46,7.295,DET,BAL,BAL
DST,Raiders  (30331466),Raiders ,30331466,DST,3800,LV@CHI 10/22/2023 01:00PM ET,LV,4.5,8.223333333,3.353333333,6.565,LV,CHI,CHI
WR,Wan'Dale Robinson (30330952),Wan'Dale Robinson,30330952,WR/FLEX,3800,WAS@NYG 10/22/2023 01:00PM ET,NYG,9.22,9.806666667,12.54333333,8.785,WAS,NYG,WAS
WR,Michael Wilson (30330950),Michael Wilson,30330950,WR/FLEX,3800,ARI@SEA 10/22/2023 04:05PM ET,ARI,10.28,7.666666667,2.85,8.63,ARI,SEA,SEA
WR,Kadarius Toney (30330944),Kadarius Toney,30330944,WR/FLEX,3800,LAC@KC 10/22/2023 04:25PM ET,KC,5.33,8.633333333,3.263333333,7.725,LAC,KC,LAC
WR,Quentin Johnston (30330948),Quentin Johnston,30330948,WR/FLEX,3800,LAC@KC 10/22/2023 04:25PM ET,LAC,2.08,5.713333333,0.226666667,5.61,LAC,KC,KC
TE,Gerald Everett (30331260),Gerald Everett,30331260,TE/FLEX,3800,LAC@KC 10/22/2023 04:25PM ET,LAC,6.94,6.943333333,2.313333333,7.635,LAC,KC,KC
WR,Darius Slayton (30330954),Darius Slayton,30330954,WR/FLEX,3700,WAS@NYG 10/22/2023 01:00PM ET,NYG,6.77,7.553333333,1.306666667,10.27,WAS,NYG,WAS
TE,Tyler Higbee (30331262),Tyler Higbee,30331262,TE/FLEX,3700,PIT@LAR 10/22/2023 04:05PM ET,LAR,7.23,7.726666667,4.536666667,7.185,PIT,LAR,PIT
WR,Jayden Reed (30330956),Jayden Reed,30330956,WR/FLEX,3700,GB@DEN 10/22/2023 04:25PM ET,GB,9.56,7.963333333,2.033333333,9.34,GB,DEN,DEN
DST,Packers  (30331467),Packers ,30331467,DST,3700,GB@DEN 10/22/2023 04:25PM ET,GB,7,7.286666667,1.243333333,7.59,GB,DEN,DEN
WR,Rashod Bateman (30330960),Rashod Bateman,30330960,WR/FLEX,3600,DET@BAL 10/22/2023 01:00PM ET,BAL,3.64,4.606666667,0.116666667,6.1,DET,BAL,DET
WR,Trey Palmer (30330964),Trey Palmer,30330964,WR/FLEX,3600,ATL@TB 10/22/2023 01:00PM ET,TB,5.78,5.92,1.44,8.74,ATL,TB,ATL
TE,Jonnu Smith (30331264),Jonnu Smith,30331264,TE/FLEX,3600,ATL@TB 10/22/2023 01:00PM ET,ATL,9.7,7.68,3.86,7.375,ATL,TB,TB
DST,Buccaneers  (30331468),Buccaneers ,30331468,DST,3600,ATL@TB 10/22/2023 01:00PM ET,TB,9.6,8.113333333,3.74,6.205,ATL,TB,ATL
WR,Allen Robinson II (30330958),Allen Robinson II,30330958,WR/FLEX,3600,PIT@LAR 10/22/2023 04:05PM ET,PIT,6.14,6.03,0.343333333,6.265,PIT,LAR,LAR
WR,Marvin Mims Jr. (30330962),Marvin Mims Jr.,30330962,WR/FLEX,3600,GB@DEN 10/22/2023 04:25PM ET,DEN,8.32,4.536666667,0.103333333,6.84,GB,DEN,GB
WR,Darnell Mooney (30330972),Darnell Mooney,30330972,WR/FLEX,3500,LV@CHI 10/22/2023 01:00PM ET,CHI,5.2,5.45,0.24,7.57,LV,CHI,LV
TE,Logan Thomas (30331266),Logan Thomas,30331266,TE/FLEX,3500,WAS@NYG 10/22/2023 01:00PM ET,WAS,9.74,7.706666667,5.17,7.595,WAS,NYG,NYG
DST,Commanders  (30331469),Commanders ,30331469,DST,3500,WAS@NYG 10/22/2023 01:00PM ET,WAS,5.5,8.19,5.253333333,6.92,WAS,NYG,NYG
WR,Van Jefferson (30330966),Van Jefferson,30330966,WR/FLEX,3500,ATL@TB 10/22/2023 01:00PM ET,ATL,3.2,2.473333333,0.013333333,4.125,ATL,TB,TB
WR,Rondale Moore (30330970),Rondale Moore,30330970,WR/FLEX,3500,ARI@SEA 10/22/2023 04:05PM ET,ARI,7.22,8.076666667,3.563333333,7.34,ARI,SEA,SEA
WR,Skyy Moore (30330968),Skyy Moore,30330968,WR/FLEX,3500,LAC@KC 10/22/2023 04:25PM ET,KC,5.63,6.153333333,0.893333333,7.935,LAC,KC,LAC
WR,Nelson Agholor (30330976),Nelson Agholor,30330976,WR/FLEX,3400,DET@BAL 10/22/2023 01:00PM ET,BAL,7.17,5.77,0.563333333,6.59,DET,BAL,DET
WR,Kalif Raymond (30330978),Kalif Raymond,30330978,WR/FLEX,3400,DET@BAL 10/22/2023 01:00PM ET,DET,7.35,4.303333333,0.093333333,6.065,DET,BAL,BAL
TE,David Njoku (30331268),David Njoku,30331268,TE/FLEX,3400,CLE@IND 10/22/2023 01:00PM ET,CLE,6.84,7.393333333,4.893333333,8.985,CLE,IND,IND
DST,Colts  (30331470),Colts ,30331470,DST,3400,CLE@IND 10/22/2023 01:00PM ET,IND,6.17,7.85,3.26,7.455,CLE,IND,CLE
WR,DeVante Parker (30330980),DeVante Parker,30330980,WR/FLEX,3400,BUF@NE 10/22/2023 01:00PM ET,NE,5.32,6.733333333,1.096666667,7.225,BUF,NE,BUF
WR,Mack Hollins (30330974),Mack Hollins,30330974,WR/FLEX,3400,ATL@TB 10/22/2023 01:00PM ET,ATL,5.07,2.803333333,0.123333333,4.3,ATL,TB,TB
WR,Alec Pierce (30330984),Alec Pierce,30330984,WR/FLEX,3300,CLE@IND 10/22/2023 01:00PM ET,IND,4.32,5.28,0.206666667,7.54,CLE,IND,CLE
DST,Browns  (30331471),Browns ,30331471,DST,3300,CLE@IND 10/22/2023 01:00PM ET,CLE,7.6,8,8.486666667,6.23,CLE,IND,IND
WR,Calvin Austin III (30330982),Calvin Austin III,30330982,WR/FLEX,3300,PIT@LAR 10/22/2023 04:05PM ET,PIT,6.52,3.166666667,0.053333333,4.26,PIT,LAR,LAR
TE,Luke Musgrave (30331270),Luke Musgrave,30331270,TE/FLEX,3300,GB@DEN 10/22/2023 04:25PM ET,GB,6.78,9.293333333,16.12,8.905,GB,DEN,DEN
WR,Derius Davis (30330986),Derius Davis,30330986,WR/FLEX,3300,LAC@KC 10/22/2023 04:25PM ET,LAC,2.5,1.056666667,0.016666667,2.07,LAC,KC,KC
WR,Donovan Peoples-Jones (30330988),Donovan Peoples-Jones,30330988,WR/FLEX,3200,CLE@IND 10/22/2023 01:00PM ET,CLE,2.7,5.323333333,0.153333333,10.305,CLE,IND,IND
WR,JuJu Smith-Schuster (30330992),JuJu Smith-Schuster,30330992,WR/FLEX,3200,BUF@NE 10/22/2023 01:00PM ET,NE,4.52,5.66,0.446666667,6.24,BUF,NE,BUF
WR,Jake Bobo (30330994),Jake Bobo,30330994,WR/FLEX,3200,ARI@SEA 10/22/2023 04:05PM ET,SEA,3.02,2.583333333,0.023333333,3.8,ARI,SEA,ARI
TE,Zach Ertz (30331272),Zach Ertz,30331272,TE/FLEX,3200,ARI@SEA 10/22/2023 04:05PM ET,ARI,7.8,7.88,8.423333333,7.415,ARI,SEA,SEA
DST,Seahawks  (30331472),Seahawks ,30331472,DST,3200,ARI@SEA 10/22/2023 04:05PM ET,SEA,10.6,8.22,9.733333333,6.145,ARI,SEA,ARI
WR,Marquez Valdes-Scantling (30330990),Marquez Valdes-Scantling,30330990,WR/FLEX,3200,LAC@KC 10/22/2023 04:25PM ET,KC,3.1,4.49,0.513333333,8.84,LAC,KC,LAC
WR,Mecole Hardman Jr. (30417859),Mecole Hardman Jr.,30417859,WR/FLEX,3200,LAC@KC 10/22/2023 04:25PM ET,KC,0.32,0,0,0,LAC,KC,LAC
WR,Hunter Renfrow (30330996),Hunter Renfrow,30330996,WR/FLEX,3100,LV@CHI 10/22/2023 01:00PM ET,LV,1.98,1.553333333,0.016666667,2.41,LV,CHI,CHI
WR,Khalil Shakir (30330998),Khalil Shakir,30330998,WR/FLEX,3100,BUF@NE 10/22/2023 01:00PM ET,BUF,2.33,1.686666667,0.006666667,2.7,BUF,NE,NE
TE,Dalton Kincaid (30331274),Dalton Kincaid,30331274,TE/FLEX,3100,BUF@NE 10/22/2023 01:00PM ET,BUF,5.76,4.41,2.3,6.82,BUF,NE,NE
DST,Steelers  (30331473),Steelers ,30331473,DST,3100,PIT@LAR 10/22/2023 04:05PM ET,PIT,11.6,6.993333333,3.61,6.125,PIT,LAR,LAR
WR,Devin Duvernay (30331224),Devin Duvernay,30331224,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,BAL,0.72,1.063333333,0.006666667,1.47,DET,BAL,DET
WR,Tylan Wallace (30331226),Tylan Wallace,30331226,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,BAL,0,0,0,0,DET,BAL,DET
WR,Sean Ryan (30331228),Sean Ryan,30331228,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,BAL,0,0,0,0,DET,BAL,DET
WR,Tarik Black (30331230),Tarik Black,30331230,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,BAL,0,0,0,0,DET,BAL,DET
WR,Laquon Treadwell (30331232),Laquon Treadwell,30331232,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,BAL,0,0,0,0,DET,BAL,DET
WR,Marvin Jones Jr. (30331234),Marvin Jones Jr.,30331234,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,DET,1.25,1.836666667,0.013333333,2.42,DET,BAL,BAL
WR,Antoine Green (30331236),Antoine Green,30331236,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,DET,0.24,0.093333333,0.016666667,0.05,DET,BAL,BAL
WR,Dylan Drummond (30331238),Dylan Drummond,30331238,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,DET,0,0,0,0,DET,BAL,BAL
WR,Daurice Fountain (30331240),Daurice Fountain,30331240,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,DET,0,0,0,0,DET,BAL,BAL
WR,Maurice Alexander (30331242),Maurice Alexander,30331242,WR/FLEX,3000,DET@BAL 10/22/2023 01:00PM ET,DET,0,0,0,0,DET,BAL,BAL
WR,Tre Tucker (30331200),Tre Tucker,30331200,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,LV,2.62,2.166666667,0.366666667,7.235,LV,CHI,CHI
WR,DeAndre Carter (30331202),DeAndre Carter,30331202,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,LV,0.73,0.963333333,0.016666667,1.72,LV,CHI,CHI
WR,Kristian Wilkerson (30331204),Kristian Wilkerson,30331204,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,LV,0,0,0,0,LV,CHI,CHI
WR,Malik Flowers (30331206),Malik Flowers,30331206,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,LV,0,0,0,0,LV,CHI,CHI
WR,Keelan Cole Sr. (30331208),Keelan Cole Sr.,30331208,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,LV,0,0,0,0,LV,CHI,CHI
WR,Tyler Scott (30331210),Tyler Scott,30331210,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,1.68,3.79,0.153333333,5.845,LV,CHI,LV
WR,Velus Jones Jr. (30331212),Velus Jones Jr.,30331212,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,0.74,0.63,0.01,1.465,LV,CHI,LV
WR,Trent Taylor (30331214),Trent Taylor,30331214,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,0,0.313333333,0.016666667,0.63,LV,CHI,LV
WR,Equanimeous St. Brown (30331216),Equanimeous St. Brown,30331216,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,1.55,0,0,0,LV,CHI,LV
WR,Joe Reed (30331218),Joe Reed,30331218,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,0,0,0,0,LV,CHI,LV
WR,Collin Johnson (30331220),Collin Johnson,30331220,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,0,0,0,0,LV,CHI,LV
WR,Nsimba Webster (30331222),Nsimba Webster,30331222,WR/FLEX,3000,LV@CHI 10/22/2023 01:00PM ET,CHI,0,0,0,0,LV,CHI,LV
WR,Isaiah McKenzie (30331172),Isaiah McKenzie,30331172,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,1.55,1.02,0,1.86,CLE,IND,CLE
WR,Amari Rodgers (30331174),Amari Rodgers,30331174,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0.83,0,1.66,CLE,IND,CLE
WR,Ashton Dulin (30331176),Ashton Dulin,30331176,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
WR,KJ Hamler (30331178),KJ Hamler,30331178,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
WR,D.J. Montgomery (30331180),D.J. Montgomery,30331180,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
WR,Racey McMath (30331182),Racey McMath,30331182,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
WR,Anthony Miller (30331184),Anthony Miller,30331184,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
WR,Cedric Tillman (30331186),Cedric Tillman,30331186,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,0.38,0.566666667,0.016666667,0.85,CLE,IND,IND
WR,David Bell (30331188),David Bell,30331188,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,1.46,1.013333333,0,1.815,CLE,IND,IND
WR,Marquise Goodwin (30331190),Marquise Goodwin,30331190,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,0.9,1.34,0.01,2.565,CLE,IND,IND
WR,Jaelon Darden (30331192),Jaelon Darden,30331192,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,0,0,0,0,CLE,IND,IND
WR,Jakeem Grant Sr. (30331194),Jakeem Grant Sr.,30331194,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,0,0,0,0,CLE,IND,IND
WR,Michael Woods II (30331196),Michael Woods II,30331196,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,0,0,0,0,CLE,IND,IND
WR,Austin Watkins Jr. (30331198),Austin Watkins Jr.,30331198,WR/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,CLE,0,0,0,0,CLE,IND,IND
TE,Kylen Granson (30331276),Kylen Granson,30331276,TE/FLEX,3000,CLE@IND 10/22/2023 01:00PM ET,IND,6.5,3.69,0.666666667,3.25,CLE,IND,CLE
WR,Ty Montgomery II (30331144),Ty Montgomery II,30331144,WR/FLEX,3000,BUF@NE 10/22/2023 01:00PM ET,NE,1.17,1.123333333,0,1.825,BUF,NE,BUF
